time,acc-x,acc-y,acc-y,att-x,att-y,att-z,gyr-x,gyr-y,gyr-z,latitude,logitude,heading
9.045777022838593,0.019813,0.0323384,-0.1231546,-0.4569556,0.07262547,-0.1187319,1.230595,-0.1519952,-0.9705977,46.19637,6.17804,165.4368
4.483102023601532,-0.002895073,-0.009956977,0.0168238,0.8252729,0.01515038,0.1745077,0.07465843,0.01869413,-0.04875488,46.19635,6.178055,279.1686
10.62145900726318,-0.2182038,0.08626212,0.08739705,0.003742603,-0.1383909,-0.82192,-0.4776353,-1.209845,-0.1051077,46.19637,6.17804,176.7685
5.080111026763916,0.03942246,-0.02483067,0.06296434,0.7421213,0.1483731,-0.05535863,-0.8936471,-1.279621,0.5837847,46.19635,6.178055,279.1686
10.84553903341293,-0.004670146,-0.01750884,-0.02098406,-0.002005909,-0.2203214,-0.9245598,-0.2404734,-0.2473585,0.02399596,46.19637,6.17804,179.8702
6.381807029247284,-0.05458555,0.01236991,0.02142651,0.3255709,-0.6124253,1.15455,0.2544094,2.138552,0.1748856,46.19637,6.17804,279.1686
8.746288001537323,-0.06358352,0.05134479,-0.06102749,-0.3895388,0.1063123,-0.0691338,-0.518341,-0.1426986,0.5263527,46.19637,6.17804,168.4773
6.53097403049469,-0.002942753,0.03338264,-0.08096531,0.3509523,-0.6563506,1.362641,0.1294675,-0.1971462,0.11553,46.19637,6.17804,279.1686
6.058229029178619,0.3461949,0.1842893,-0.2650734,0.3438413,-0.4956468,0.7855657,-0.4545774,0.1734042,-0.05131178,46.19637,6.17804,279.1686
9.020852982997894,-0.1728927,0.06461553,-0.1374603,-0.5040335,0.1200668,-0.08672035,0.4865351,0.06186631,-0.3717039,46.19637,6.17804,165.4368
10.04739701747894,0.2502865,-0.06486493,-0.04305232,0.3667481,-0.6013001,1.78679,-0.4847209,-6.240353,0.9111771,46.19637,6.17804,176.0594
10.32110798358917,0.0123036,0.05090531,0.1616834,0.4285918,-0.2771125,0.3682077,-1.234343,-4.390782,0.5704531,46.19637,6.17804,180.9263
8.199950993061066,0.06011661,-0.02563203,-0.01385411,0.5558876,-0.1038054,-0.0537332,-3.540464,-2.912168,0.07978441,46.19637,6.17804,179.8618
6.133015036582947,0.1813064,-0.07568167,-0.1149891,0.322552,-0.5317243,0.8673859,0.5429667,1.169033,-0.4458092,46.19637,6.17804,279.1686
6.854934990406036,0.1627794,0.03944365,0.137373,0.3407376,-0.4281194,0.01434586,-0.454984,-5.480458,1.495691,46.19637,6.17804,279.1686
11.06986802816391,-0.136418,0.0519962,-0.09285185,0.1232461,-0.1261823,-0.6385971,1.955348,4.502176,0.09106442,46.19637,6.17804,179.127
7.154852986335754,0.09125054,-0.1229284,-0.108242,0.1348345,-0.1319031,-0.7543606,-0.5244018,0.1797594,0.8726513,46.19637,6.17804,279.1686
9.122148036956787,-0.1050364,0.07582202,-0.364076,-0.3154461,0.03936719,-0.1109995,3.983191,0.8198839,-1.020039,46.19637,6.17804,170.0137
9.59859299659729,-0.092038,-0.004531934,-0.0684448,0.5294229,-0.6283464,1.680371,0.2357183,1.462576,-0.6328784,46.19637,6.17804,173.0555
8.175001978874207,-0.1025012,-5.929932e-05,-0.4892704,0.6574122,-0.1047609,0.02200616,-4.711682,-2.68708,0.1675261,46.19637,6.17804,179.8618
5.306376993656158,-0.02934812,0.01911707,0.06654764,0.5989364,0.201561,-0.4316681,-0.2832749,-0.476278,0.01454189,46.19637,6.17804,279.1686
4.607438981533051,-0.01790681,-0.001766274,0.01408663,0.8319278,0.0135733,0.1663371,0.05044074,-0.06523303,-0.08736302,46.19635,6.178055,279.1686
6.108196020126343,-0.1175535,0.072645,-0.02602587,0.3301029,-0.4937354,0.7889637,-0.2812863,0.5235822,-0.4965633,46.19637,6.17804,279.1686
10.12197798490524,-0.01468663,0.05534573,0.4075,0.4591411,-0.5310925,1.198193,-1.126409,-7.215508,1.147755,46.19637,6.17804,181.1703
11.41776198148727,0.004893356,-0.01650202,-0.02233007,0.5316082,-0.02274199,0.1854841,0.3063638,0.490241,0.1741639,46.19637,6.17804,166.5696
9.172034978866577,0.2591749,0.02670244,0.002670624,-0.09257033,0.01642517,-0.06100269,3.65842,0.6754929,-0.2763281,46.19637,6.17804,171.7489
11.11918503046036,-0.1401699,0.1560454,-0.01512578,0.2688774,-0.05492926,-0.365107,3.783872,5.705473,-0.3831153,46.19637,6.17804,175.0277
11.492163002491,0.04053438,-0.0007403227,-0.1791051,0.5296614,-0.01975828,0.201562,0.2533263,0.3535707,0.1567887,46.19637,6.17804,166.5696
8.001775979995728,-0.1336221,0.1161686,0.329959,1.300713,-1.067057,1.317777,-1.207811,-0.5529901,0.4120193,46.19637,6.17804,176.0245
9.197102010250092,0.07282244,0.1006342,-0.01563479,-0.001187702,0.01819688,-0.04082086,3.414126,0.9745952,-0.106239,46.19637,6.17804,171.7489
4.880725026130676,-0.005662408,-0.009824008,0.03709762,0.8230423,0.0342215,0.132197,-0.1895212,-0.1993696,0.2337431,46.19635,6.178055,279.1686
5.35853499174118,-0.06086615,0.03163552,0.04304615,0.5901761,0.2096554,-0.4567244,0.2479489,-0.09304178,0.08893316,46.19637,6.17804,279.1686
4.955425024032593,0.01103004,-0.0185979,0.0235544,0.7957499,0.07456971,0.07086661,-0.5351869,-0.4778627,0.4138342,46.19635,6.178055,279.1686
10.49726003408432,-0.1164047,0.01119131,0.1595525,0.1288418,-0.110369,-0.556137,-2.22413,-4.300519,0.8508681,46.19637,6.17804,176.7685
6.555899024009705,-0.04138982,0.03347075,-0.0714452,0.3531431,-0.6579825,1.351606,0.07225587,-0.5686076,0.04119796,46.19637,6.17804,279.1686
11.2428349852562,0.01840007,0.00241572,0.2015238,0.5320294,-0.03159042,0.1170592,-0.09564945,0.5798748,0.1741107,46.19637,6.17804,169.1801
8.995851993560791,-0.08884493,0.05108959,-0.1335171,-0.5121974,0.1239444,-0.08817362,-0.04669264,0.1329727,0.0923749,46.19637,6.17804,165.4368
6.307424008846283,-0.09806073,-0.05479515,0.07449034,0.3176622,-0.600964,1.027681,0.3326063,1.070708,-0.08049092,46.19637,6.17804,279.1686
6.282132029533386,0.00729742,-0.07260869,0.02355414,0.3149741,-0.5911626,0.995887,0.2911832,1.07662,-0.1492587,46.19637,6.17804,279.1686
8.920776009559631,-0.04859387,-0.002919628,0.0245404,-0.4964861,0.1223196,-0.09300186,-0.3780288,0.1062024,-0.04674985,46.19637,6.17804,165.4368
10.2710320353508,0.2370055,-0.09613802,-0.185968,0.4469113,-0.3415059,0.6093901,-0.5311279,-3.060582,1.055879,46.19637,6.17804,180.9263
10.14691400527954,-0.07981712,0.03150124,0.263354,0.465079,-0.4894583,1.012592,-1.068582,-5.667945,0.6357097,46.19637,6.17804,181.1703
7.454061985015869,-0.4646929,0.325341,-0.4409909,0.1708518,-0.1526643,-0.6185468,2.87026,1.89759,-3.063201,46.19637,6.17804,279.1686
5.834178030490875,0.4989277,-0.16822,-0.1942682,0.5172592,-0.2212776,0.1965725,-0.1065003,1.053507,-1.714984,46.19637,6.17804,279.1686
6.704702019691467,0.2708108,-0.1134696,0.1423761,0.3279389,-0.648255,0.7683063,-0.6672467,-7.146514,0.2186294,46.19637,6.17804,279.1686
11.46724098920822,-0.05054321,-0.01603885,0.0614989,0.5349102,-0.02239,0.1925697,-0.04045163,0.1066,-0.05615674,46.19637,6.17804,166.5696
6.431725978851318,-0.04437996,0.0006223387,-0.04726413,0.3391969,-0.6269788,1.256762,0.3029118,1.434394,0.1160999,46.19637,6.17804,279.1686
9.673925995826721,-0.14747,-0.003171518,-0.005296151,0.4837365,-0.6470401,1.774966,0.717722,2.273256,-0.8728954,46.19637,6.17804,173.0555
9.898294985294342,0.1197889,-0.09710366,0.00884415,0.2778568,-0.6339712,2.255526,0.1325592,0.1676206,-0.4224927,46.19637,6.17804,169.872
7.478971004486084,0.07291768,0.1773118,0.08519114,0.2900659,-0.1793993,-0.5585005,3.282019,2.274148,-3.340239,46.19637,6.17804,279.1686
5.660135984420776,-0.2077345,0.1528771,0.08744632,0.6002504,0.1621399,-0.3812062,-0.5767484,1.279013,-1.132721,46.19637,6.17804,279.1686
4.25789999961853,-0.004117833,-0.0509628,0.0430706,0.8139744,0.04818478,0.1546868,-0.04378713,0.04185391,-0.1947056,46.19635,6.178055,279.1686
5.534829020500183,0.01320178,-0.002110988,-0.027475,0.6041147,0.2293308,-0.4714167,-0.06244106,-0.02679436,-0.1171057,46.19637,6.17804,279.1686
9.773981034755707,-0.006843733,-0.06200746,0.01940421,0.3778917,-0.6574435,2.099622,0.2954014,3.919611,-0.9935505,46.19637,6.17804,174.0726
11.29268097877502,-0.03735894,0.005809571,0.04384693,0.5350141,-0.02074446,0.1458452,0.2805464,0.6700162,0.1806932,46.19637,6.17804,167.6644
9.346839010715485,-0.1533789,0.06385931,0.05749905,0.3953851,-0.01897606,0.1462361,1.206843,1.582882,0.1045312,46.19637,6.17804,173.2671
11.19396501779556,-0.02934381,0.01894157,0.02165799,0.4897997,-0.03066449,0.03019745,2.030012,3.451825,-0.001650077,46.19637,6.17804,171.0301
5.759380996227264,0.08926176,0.0914158,0.219781,0.6077786,-0.01034711,-0.08163118,-0.8354582,2.509277,-2.08239,46.19637,6.17804,279.1686
11.16903299093246,0.01106537,-0.01367805,0.07254899,0.4311175,-0.03207647,-0.07924359,2.49585,5.113324,-0.05785922,46.19637,6.17804,173.04
8.150029003620148,-0.1086897,0.06962941,-0.2655804,0.8013936,-0.1275069,0.1074379,-6.506282,-2.864655,0.4288181,46.19637,6.17804,179.8618
8.622003018856049,0.06062488,-0.02522095,-0.010388,-0.248835,0.02024657,-0.1010909,-1.396964,0.8594039,1.557501,46.19637,6.17804,172.4407
5.561040997505188,0.01320178,-0.002110988,-0.027475,0.6041147,0.2293308,-0.4714167,-0.06244106,-0.02679436,-0.1171057,46.19637,6.17804,279.1686
5.005279004573822,0.0256595,-0.004203871,-0.03734717,0.7831897,0.09250229,0.04629629,-0.4714292,-0.4566894,0.4827946,46.19635,6.178055,279.1686
10.69570100307465,0.06372242,-0.05586594,-0.01827011,-0.001376808,-0.159558,-0.8753912,-0.237025,-1.019949,-0.0519439,46.19637,6.17804,176.7685
11.39242303371429,0.08551749,-0.04410961,-0.0546162,0.5229158,-0.02724936,0.173408,0.2115693,0.530505,0.2026486,46.19637,6.17804,166.5696
8.573391020298004,0.2086062,-0.1219245,0.2070471,-0.2131028,-0.01199588,-0.1293969,-0.8284737,0.478323,0.9002846,46.19637,6.17804,174.862
6.754566013813019,0.1534267,0.06664345,0.3463356,0.34835,-0.5921599,0.4924782,-0.1051519,-3.235517,1.494678,46.19637,6.17804,279.1686
8.398729979991913,-0.0835181,0.1417491,-0.3763731,-0.04013115,-0.03880555,-0.1344783,-1.777673,0.3609253,0.3428561,46.19637,6.17804,176.1731
9.748571991920471,-0.0276738,0.07354918,0.1787082,0.4014782,-0.6681734,2.013334,-0.1356494,2.689074,-0.9183418,46.19637,6.17804,174.0726
9.848432004451752,0.04002617,-0.02404599,-0.05878247,0.3065378,-0.6460042,2.253202,0.1075733,-0.1689585,-0.5302472,46.19637,6.17804,167.2927
8.373189985752106,-0.07092529,0.05778865,-0.08493008,0.01837623,-0.04542342,-0.1500141,-2.678046,0.7660039,0.8075666,46.19637,6.17804,177.3587
6.207893013954163,0.0604277,-0.0466917,0.03719572,0.3149499,-0.556619,0.9081961,0.2305557,0.5252616,-0.3879828,46.19637,6.17804,279.1686
5.03021103143692,0.01071114,-0.01941488,0.02416394,0.7622437,0.1297117,-0.01269964,-0.5368254,-0.8914312,0.5024966,46.19635,6.178055,279.1686
